"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LOC114605788",0.321169851602403,-0.16163425299769,0.391023372192302,-0.413362127413192,0.679341317927719,1
"ADSSL1",13.8311794300221,-0.309260614751281,0.519442148845365,-0.595370659540657,0.551595733460235,1
"AKT1",0.79016105105195,0.186741752796434,0.560130678593827,0.333389617696424,0.738840199212832,1
"ZBTB42",6.31015770996844,-0.151948377656886,0.547536596262587,-0.277512733749791,0.781386429531554,1
"CEP170B",0.508100860378891,0.339086067777787,0.524043768803518,0.64705676884963,0.517595203201819,1
"ASPG",0.131831994664955,-0.0490631475353224,0.310564520147233,-0.157980530139317,0.874472140741315,1
"RD3L",0.194686712365279,0.0941385957182307,0.31058518451822,0.303100728594825,0.761813098916158,1
"PPP1R13B",46.2763391452989,0.388236637552176,0.561485991601202,0.691444921795881,0.489285982169327,1
"ZFYVE21",38.1676052848924,-0.326189874258281,0.547510918970364,-0.595768710643628,0.55132974912561,1
"KLC1",45.4627121176027,0.294975847292486,0.503789353695665,0.585514253385113,0.558201985493246,1
"BAG5",1.15886824257876,0.454093665069064,0.562672754182213,0.807029772978865,0.419649330146486,1
"TRMT61A",0.116780562149834,0.0462136979571222,0.310564520147233,0.148805465399631,0.881707137893345,1
"CKB",6.0381788840111,-0.695477598558411,0.564216002243869,-1.23264422808378,0.217708528197384,1
"MARK3",64.1373244243367,-0.0177441374047303,0.306544551922873,-0.0578843671936949,0.953840735414231,1
"EIF5",1850.86315606642,0.175331162252308,0.367755440264736,0.476760213597636,0.633532880067681,1
"CDC42BPB",69.3361265117908,0.170046738655426,0.347753374259011,0.488986595795827,0.624851186675901,1
"TRAF3",0.732776571133961,-0.177354753492574,0.451735180518298,-0.392607795764514,0.694609180806522,1
"RCOR1",0.202316195678466,-0.0490631475353224,0.310564520147233,-0.157980530139317,0.874472140741316,1
"ANKRD9",0.38036380897846,-0.112175623235437,0.451225164943369,-0.248602320860176,0.803668413065638,1
"TECPR2",0.934871620812779,0.035479645456182,0.436054892673198,0.0813650896993197,0.935151611413287,1
"MOK",0.0894148311998178,-0.0967015702815447,0.310564520147233,-0.311373527908791,0.755516676004281,1
"WDR20",50.7256079252535,0.122250530795901,0.293046307315846,0.417171374434484,0.676553061547321,1
"HSP90AA1",160.705262561443,-0.245358169966074,0.52739399321407,-0.465227463951191,0.641768573126492,1
"DYNC1H1",43.0370881736658,0.156238798598349,0.423000939365924,0.36935804169265,0.711860868154027,1
"PPP2R5C",82.1305607504058,0.410023383423959,0.415189103192442,0.987558151866792,0.323369089876167,1
"DIO3",46.464104487977,-1.47283127444588,0.534527612851924,-2.75538856933455,NA,NA
"WARS",0.380333040763367,0.00293538376228479,0.440525776471924,0.00666336436835467,0.994683443790407,1
"SLC25A29",13.2692606389122,-0.530537720997778,0.561930632341926,-0.944133831584668,0.345101262855341,1
"YY1",445.757066727534,-0.238495869713083,0.328094508423875,-0.726912104865109,0.467279801337938,1
"EVL",88.527455437183,0.353386670426409,0.564195995622721,0.626354446270687,0.53108248172493,1
"EML1",9.94010850546421,-0.110839202385568,0.557860550056752,-0.19868621714565,0.842508206201231,1
"HHIPL1",2.35221463240514,-0.651156315588428,0.541593637085746,-1.20229683474907,0.229248542842296,1
"CCDC85C",0.856939351156964,0.415358245388203,0.397512827134928,1.04489268530501,0.296072570860798,1
"CCNK",9.36122957492629,-0.00964180562253111,0.376556803432856,-0.0256051823646053,0.979572252497358,1
"SETD3",112.974297299196,-0.537070726187651,0.439679696461096,-1.22150449636505,0.221895064225595,1
"BCL11B",7.04124541092971,0.25297707220875,0.532678338174314,0.474915261386066,0.634847373195245,1
"VRK1",1.04285736589708,0.182845155842352,0.557734647162187,0.32783539049024,0.743036127019643,1
"PAPOLA",585.17296742529,0.153727581879308,0.281302254635842,0.546485423937731,0.584732304505396,1
"GSKIP",1.00015953676754,-0.0716936544713662,0.548129124863617,-0.130797017015297,0.895935882801403,1
"ATG2B",5.61470968722545,0.0354290691678081,0.55311807726784,0.0640533560985968,0.948927741972906,1
